nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,smoker,nationalité_francaise,revenu_estime_mois,risque_personnel,loyer_mensuel,montant_pret,anciennete_jours,sit_fam_célibataire,sit_fam_divorcé,sit_fam_marié,sit_fam_veuf,region_Auvergne-Rhône-Alpes,region_Bretagne,region_Corse,region_Hauts-de-France,region_Normandie,region_Occitanie,region_Provence-Alpes-Côte d’Azur,region_Île-de-France
Smith,Jorge,-1.5753621164953042,-0.3201825531305295,1.520958816548724,1,1,1.411714286413108,1,0,0.6638718346628587,0.0031231391473683823,0.5190110867944494,0.19882658218612012,0.29594540803517183,0,1,0,0,0,0,0,0,0,0,0,1
Hunter,Michael,1.1575271169549624,0.029606112673668476,0.07565657695832027,0,0,-1.402427618128122,1,0,0.20595194300142008,-0.7207832857393729,0.13281354464779588,0.0,-0.052970872713524346,0,0,1,0,0,0,0,1,0,0,0,0
Ball,Dana,0.9198845749158087,-0.06033954424741157,-0.5437586685804244,0,0,0.7081788102778006,1,0,0.7930954404536813,-1.3757462415892816,0.4576338231403766,0.0,1.4971895188714792,0,1,0,0,0,0,0,0,1,0,0,0
Murillo,Stephanie,1.0387058459353855,0.49932232103930463,0.6218076536699015,0,0,0.004643334142492988,1,0,1.5441534445802074,0.03759487366578466,0.11814434477285299,0.0,0.09284488640533377,0,0,1,0,1,0,0,0,0,0,0,0
Sanchez,Joseph,0.5634207618570782,1.4887245471711794,1.2145813832714951,0,1,1.411714286413108,0,0,0.018621078230831572,0.4167839533683633,1.0,0.0,1.061478143409177,0,1,0,0,0,0,1,0,0,0,0,0
Smith,Mark,0.6822420328766551,-0.6100074476540084,-1.4828721053649725,0,1,-1.402427618128122,0,1,1.4140625662672988,1.3819925198840184,0.533791876097256,0.5576967420674096,0.7125618626604807,1,0,0,0,0,0,0,0,0,0,0,1
Trevino,Lisa,1.395169658994116,-0.3801463244112514,0.9015435710099788,0,1,-1.402427618128122,0,1,1.7835206606759595,-1.2723310380340327,0.5190110867944494,0.5843808562357022,1.698554138607045,0,0,1,0,0,1,0,0,0,0,0,0
Turner,Cynthia,1.5139909300136927,-0.6399893332943694,0.9814681188214299,0,0,-0.6988921419928146,0,0,-0.4202188179447137,0.6580860949972769,0.3636368533705298,0.0,0.6986746475063038,1,0,0,0,0,0,0,0,0,0,1,0
Myers,Amy,0.6228313973668667,-0.6200014095341277,0.04901506102116959,0,0,-0.6988921419928146,1,1,-0.6569842164742076,-0.341594206036794,0.11590197445948872,0.10364366007946858,1.151745041911327,0,1,0,0,1,0,0,0,0,0,0,0
Ellis,Anne,1.4545802945039044,-0.7199410283353272,-0.6703058692818882,1,0,0.7081788102778006,0,0,0.5441882266149827,0.5546708914420284,0.5190110867944494,0.0,1.483302303717302,0,0,1,0,0,0,0,0,1,0,0,0
Mccoy,William,-1.0406663969072085,1.8884830223759772,-0.6636454902976006,1,0,0.7081788102778006,1,1,0.9162481385899015,-0.13476379892629653,1.0,0.3177312449619181,-1.3965589388801454,0,0,0,1,0,0,0,0,0,0,1,0
Kelly,Allison,0.9792952104255971,-0.280206705610052,0.7483548543713648,1,0,0.004643334142492988,1,0,0.6439245666548793,-1.2723310380340327,0.5512548519756619,0.0,1.6187026514705276,0,0,1,0,0,0,1,0,0,0,0,0
Clark,Ashley,0.8010633038962319,0.4093766641182246,0.5885057587484637,1,1,0.004643334142492988,1,0,0.9561426746058602,-0.8241984892946215,0.6152088694355595,0.16298699749865936,-0.04255546134789162,0,1,0,0,0,0,0,0,0,0,0,1
Ford,Brittany,-1.4565408454757274,-0.050345582367292196,0.6218076536699015,1,1,-0.6988921419928146,1,1,-1.7514821393468127,-0.41053767507362654,0.5534939515644165,0.12348417169219887,-0.38626403641377144,0,0,0,1,0,0,0,1,0,0,0,0
Harris,Kelli,1.395169658994116,-0.6399893332943694,0.20886415664407174,1,1,1.411714286413108,0,0,1.2883080505648203,0.14101007722103348,0.4440347273995335,0.1281723124888167,-1.1691557907304977,1,0,0,0,0,0,1,0,0,0,0,0
Scott,Roger,0.14754631328855947,0.9090747581242217,-0.27068313022463375,1,1,-1.402427618128122,0,1,0.31869737087260763,-0.9620854273682866,0.5474521536278589,0.0,1.2454837442020217,1,0,0,0,0,0,1,0,0,0,0,0
Taylor,Olivia,1.5734015655234812,0.35940685471762485,-0.8501361018576529,0,0,0.004643334142492988,0,1,0.4722046072818399,1.0028034401814396,0.8076044347177798,0.0,0.1310347280793204,0,0,1,0,0,0,1,0,0,0,0,0
Curry,Malik,1.3357590234843275,-0.9098263040576067,-0.09085289764886907,1,1,-1.402427618128122,0,0,-1.3031022454283208,1.2785773163287695,0.5190110867944494,0.0,1.380884091955247,0,0,1,0,0,0,0,1,0,0,0,0
Perez,Kayla,-1.397130209965939,0.029606112673668476,0.9947888767900053,1,1,0.7081788102778006,0,1,1.2735644176893575,1.209633847291937,0.5190110867944494,0.6155486313852773,0.35843787622896817,1,0,0,0,0,0,0,1,0,0,0,0
Lee,Brianna,1.5139909300136927,0.4093766641182246,-0.796853069983352,0,0,0.7081788102778006,1,1,-0.618824225502421,-1.1344440999603675,1.0,0.0,-0.9209218198495845,0,0,1,0,0,0,1,0,0,0,0,0
Bailey,Jennifer,0.7416526683864435,-0.30019462937029073,0.08897733492689561,1,1,-0.6988921419928146,0,0,-1.1383204662319697,1.2785773163287695,0.6274933262788293,0.0,-1.188250711567491,1,0,0,0,1,0,0,0,0,0,0,0
Aguirre,Kenneth,0.4445994908375015,0.919068720004341,0.9681473608528546,0,0,0.7081788102778006,1,0,0.30568828304131673,-0.4450094095920428,0.44299405978692186,0.0,0.24386835120700823,0,0,1,0,0,0,1,0,0,0,0,0
Roberson,Tony,-0.030685593240805747,-1.009765922858806,-0.9633625445905414,1,0,1.411714286413108,0,0,1.0862335529187688,-0.341594206036794,0.0808407686202833,0.2605726546377183,-0.7716342569421821,0,1,0,0,0,0,0,0,0,0,0,1
Frye,Anna,-0.6247919483386898,1.1089539957266206,-0.017588728821706142,0,1,0.7081788102778006,0,1,0.36986644967568505,1.2785773163287695,0.13958202063442438,0.12677976411530895,0.5233485561848196,0,0,1,0,0,0,1,0,0,0,0,0
Sanford,Susan,0.20695694879834786,-0.09032142988777253,0.1489207457854832,0,0,0.004643334142492988,1,1,0.968284489915065,1.071746909218272,0.6291254178591184,0.3851551577335496,1.118762905920157,0,0,1,0,0,1,0,0,0,0,0,0
Smith,Steven,-0.9218451258876318,0.8790928724838636,-0.14413592952316948,1,0,1.411714286413108,0,1,-1.1764804572037562,1.1406903782551043,0.10632259926408696,0.22042537223031788,1.3878276995323355,0,0,0,1,0,0,0,1,0,0,0,0
Berry,Eric,1.2763483879745392,-0.6799651808148497,0.9614869818685674,1,1,0.004643334142492988,0,0,0.7939627129757674,0.623614360478861,1.0,0.10148301983172524,0.5841051224843438,1,0,0,0,0,0,0,0,0,1,0,0
Oneill,Valerie,1.0387058459353855,-0.8298746090166488,-0.9900040605276915,0,0,-0.6988921419928146,0,0,-1.1331168310994533,0.4167839533683633,0.5190110867944494,0.0,-0.1085197333302322,0,0,1,0,0,0,0,1,0,0,0,0
Hamilton,Bryan,0.028725042268982655,-0.14029123928837225,0.5885057587484637,1,1,0.004643334142492988,0,1,-1.20423317791051,1.6922381305497645,0.1094201678651307,0.3531899087504044,-0.3723768212595945,0,0,1,0,0,0,0,0,1,0,0,0
Dyer,Alexis,0.20695694879834786,0.019612150793546262,0.3287509783612479,1,0,1.411714286413108,0,1,0.18600467499344076,0.4512556878867796,1.0,0.7916763193718176,1.0527986339378164,0,0,0,1,0,0,0,0,0,0,0,1
Warner,Miguel,-1.218898303436574,0.2394793121561867,-0.3439472990517967,0,1,-0.6988921419928146,1,0,-0.4523079012618979,-1.6859918522550277,0.6225535701402083,0.0,1.682931021558596,0,0,1,0,1,0,0,0,0,0,0,0
Carter,Laura,0.3851888553277131,-0.29020066749017137,-0.31064540413035885,0,0,-0.6988921419928146,0,1,-0.35257156122200123,-0.8241984892946215,0.5190110867944494,0.2993566078351292,0.6361821793125074,0,0,0,1,1,0,0,0,0,0,0,0
Perez,Robert,0.08813567777877106,0.859104948723622,0.5485434848427376,0,1,1.411714286413108,0,1,0.7627409021806693,0.5201991569236122,1.0,0.8586325330997834,1.6725156101929632,0,0,1,0,0,0,0,0,1,0,0,0
Long,Erin,-0.5653813128289014,1.148929843247101,-0.2573623722560584,1,0,0.7081788102778006,1,1,-1.1097004730031297,0.0031231391473683823,1.0,0.18425482370140484,-0.25780729623763454,1,0,0,0,1,0,0,0,0,0,0,0
Wilson,David,-0.44656004180932457,-0.8498625327768876,-0.5704001845175746,1,1,0.7081788102778006,1,0,-0.5850005971410648,0.6580860949972769,0.8201057213631227,0.0,1.6360616704132487,0,0,1,0,0,0,0,0,0,0,0,1
Kramer,Victor,0.32577821981792465,-0.4501040575720899,-0.2840038881932091,1,1,-0.6988921419928146,0,1,-0.5719915093097738,1.3819925198840184,0.4466472667805007,0.04810242101942073,1.5735692022194525,1,0,0,0,0,0,0,1,0,0,0,0
Werner,Lucas,-0.9812557613974202,1.1189479576067398,1.0680530456171682,0,0,0.7081788102778006,0,1,-1.4201840359099385,0.03759487366578466,0.5190110867944494,0.0,-0.40535895725076476,0,1,0,0,0,0,1,0,0,0,0,0
Warren,Michael,1.4545802945039044,0.42936458787846615,-1.063268229354855,0,0,-0.6988921419928146,0,0,0.7115718233775918,-1.617048383218195,0.5190110867944494,0.0,1.3895636014266077,0,0,1,0,1,0,0,0,0,0,0,0
Jackson,Mary,1.1575271169549624,-2.089113805911761,0.5818453797641755,1,0,0.7081788102778006,0,0,-0.2684461265796536,0.10653834270261721,0.5242440537745604,0.18819268213548748,-1.4712027203338467,0,0,1,0,0,0,0,0,0,0,1,0
Fox,Andrew,0.32577821981792465,-0.5800255620136503,0.8282794021828159,0,0,1.411714286413108,0,0,-1.082815024818462,-1.1344440999603675,0.3603649743873404,0.0,0.7819979384313656,0,0,0,1,0,0,1,0,0,0,0,0
Sanchez,Justin,-0.7436132193582666,-2.19904738659308,-0.010928349837418002,0,0,0.004643334142492988,1,1,-1.457476754359639,-1.47916144514453,0.5190110867944494,0.0,1.1899348835853139,0,0,0,1,0,0,0,0,0,1,0,0
Stevens,James,-0.14950686426038257,0.029606112673668476,-1.829211812547926,1,1,-0.6988921419928146,1,0,-0.5563806039122249,-1.2033875689972002,0.5190110867944494,0.0,1.6308539647304323,0,0,1,0,0,0,0,0,0,1,0,0
Hernandez,Thomas,0.6822420328766551,-0.5200617907329284,-0.35060767803608484,0,0,0.004643334142492988,1,1,0.7644754472248414,0.24442528077628192,0.45262018710468727,0.0,-1.6656237324923242,0,0,0,1,0,0,1,0,0,0,0,0
Russell,Alejandra,0.7416526683864435,-0.9997719609786867,-0.204079340381758,0,1,1.411714286413108,1,1,-1.6630203420940348,-0.6518398167025403,0.13970803972968424,0.28349977316347214,-0.13629416363858612,0,0,1,0,1,0,0,0,0,0,0,0
Brown,Adrian,-1.2783089389463622,0.9290626818844633,0.6417887906227641,0,0,-1.402427618128122,1,0,1.1564826272077395,-0.10029206440788045,0.7114066520766696,0.0,-1.3670486066775194,0,0,1,0,0,1,0,0,0,0,0,0
Wilson,Laurie,0.6228313973668667,0.2694611977965448,-1.1032305032605805,0,0,0.7081788102778006,0,1,-0.6370369484662283,-0.7897267547762052,0.2842884971501407,0.29818995857946584,0.7472799005459231,0,0,1,0,0,0,0,0,1,0,0,0
Rios,John,-1.0406663969072085,-1.6893553307069633,-0.796853069983352,0,0,0.004643334142492988,1,1,-1.069805936987171,0.7270295640341095,1.0,0.0,-0.7108776906426579,0,0,1,0,0,0,0,0,0,1,0,0
Burns,Thomas,1.2763483879745392,0.049594036433907224,0.2488264305497968,1,0,0.7081788102778006,1,1,0.6994300080683871,1.1406903782551043,1.0,0.4739084649233708,1.2541632536733822,1,0,0,0,0,1,0,0,0,0,0,0
Allen,Frank,0.8604739394060203,0.2994430834369058,0.22218491461264708,0,0,0.7081788102778006,0,1,0.43751370639839754,0.8304447675893583,0.11891488901180827,0.5165342176413088,-1.4521077994968534,0,0,0,1,0,0,0,1,0,0,0,0
Moore,Diane,-1.5753621164953042,-0.7799047996160491,2.0671098932603043,1,0,0.7081788102778006,0,0,1.7791842980655292,0.24442528077628192,0.0953733676438758,0.12474017645050202,0.8948315615590534,0,0,1,0,0,1,0,0,0,0,0,0
Hall,Brian,1.0387058459353855,0.5492921304399043,-0.970022923574829,0,0,-0.6988921419928146,0,1,-0.4705206242257051,0.795973033070942,0.35033635554700465,0.23541530763490603,0.35496607244042394,0,0,0,1,0,1,0,0,0,0,0,0
Hernandez,Karen,-0.030685593240805747,0.46934043539894366,-1.0765889873234302,1,1,-0.6988921419928146,1,0,2.1946078361447507,0.5546708914420284,0.08526586662177438,0.0,-0.5824209504665211,0,1,0,0,0,0,0,0,1,0,0,0
Glover,Dana,0.9792952104255971,-0.29020066749017137,-1.0566078503705674,1,1,0.7081788102778006,0,0,-1.5355312813473843,1.485407723439267,0.1514903441475674,0.06543633493565906,0.20220670574447736,0,0,1,0,1,0,0,0,0,0,0,0
Payne,Robert,-0.44656004180932457,1.2188875764079394,-1.909136360359377,0,0,1.411714286413108,1,1,-0.4028733675029926,-1.5136331796629465,0.5401418917293956,0.0,1.222917019576484,0,0,1,0,0,0,1,0,0,0,0,0
Ward,James,-0.14950686426038257,0.03960007455378785,0.6551095485913394,1,1,-0.6988921419928146,1,0,-0.3022697549410099,0.623614360478861,1.0,0.0,-1.3184433536379,0,0,1,0,0,0,0,1,0,0,0,0
Terrell,Phillip,-0.8624344903778434,-0.280206705610052,-0.004267970853130806,1,1,0.004643334142492988,1,1,-1.425387671042455,-0.23817900248154536,1.0,0.07901214511799683,0.6500693944666844,0,0,1,0,1,0,0,0,0,0,0,0
Hester,Melissa,-1.1594876679267854,-1.119699503540125,-0.703607764203326,0,0,-0.6988921419928146,1,1,-0.5225569755508686,-0.031348595371047894,0.5190110867944494,0.0,1.5891923192679014,0,0,1,0,0,0,0,1,0,0,0,0
Marsh,Karen,0.3851888553277131,-1.1996511985810856,0.5552038638270258,1,0,1.411714286413108,1,1,-0.214675230210318,-1.5481049141813628,0.47755369038743656,0.1067436341525676,0.240396547418464,0,1,0,0,0,0,1,0,0,0,0,0
Vasquez,David,1.6328122010332695,-1.1596753510606053,0.5285623478898751,1,1,-0.6988921419928146,0,1,0.7514663593935506,-1.3412745070708652,0.15278709025756956,0.556780304130022,-0.34460239095124057,1,0,0,0,0,0,0,0,0,0,1,0
Berg,Ronald,-1.2783089389463622,0.9590445675248214,-1.4628909684121094,1,0,0.7081788102778006,1,1,0.2701301096357884,0.31336874981311447,0.5190110867944494,0.0036632436240701446,0.4122508349514039,1,0,0,0,0,0,1,0,0,0,0,0
Cervantes,Nancy,1.0387058459353855,-0.5300557526130506,0.9748077398371428,0,0,0.004643334142492988,0,1,-0.5858678696631509,-1.4446897106261138,0.5190110867944494,0.017099472046847954,1.6204385533647996,1,0,0,0,0,0,0,0,1,0,0,0
Gray,Courtney,-0.9218451258876318,1.1289419194868622,-1.1764946720877438,1,1,0.7081788102778006,0,1,-0.22074613786492042,-0.06582032988946417,0.5190110867944494,0.6990472287291806,-0.023460540510898298,0,0,1,0,0,0,0,0,1,0,0,0
Smith,Elizabeth,-0.9812557613974202,-1.4295123218238455,0.7350340964027895,1,0,0.004643334142492988,0,0,0.18513740247135468,-0.13476379892629653,0.5190110867944494,0.0,0.21088621521583795,1,0,0,0,0,0,1,0,0,0,0,0
Anderson,Brian,0.20695694879834786,0.17951554087546762,0.2355056725812215,0,1,-0.6988921419928146,0,1,1.2709626001230991,-1.4446897106261138,0.5414834660061085,0.46900579004686527,0.8427545047308898,0,0,1,0,0,0,0,0,0,0,1,0
Harmon,Cody,-1.4565408454757274,1.4187668140103382,-0.3039850251460716,0,0,-1.402427618128122,1,0,-0.499140617454545,0.4167839533683633,0.08572665400062529,0.0,1.7176490594440383,1,0,0,0,0,0,0,0,0,0,1,0
Orozco,Jesse,-0.7436132193582666,1.1789117288874618,0.7017322014813516,0,1,0.7081788102778006,1,0,0.7549354494818947,-1.6859918522550277,0.5482076910127223,0.0,-1.476410426016663,0,0,0,1,0,0,0,0,0,1,0,0
Simmons,Chad,0.7416526683864435,0.25946723591642545,-1.0366267134177047,0,1,-0.6988921419928146,1,0,-0.47485698683613536,-0.23817900248154536,1.0,0.0,1.0423832225721836,0,0,1,0,0,0,0,0,0,0,0,1
Mendez,Jaime,1.395169658994116,0.3993827022381052,0.5552038638270258,0,0,1.411714286413108,1,1,0.6786154675383217,-0.9276136928498703,0.458021307808855,0.33746217727977845,-0.9174500160610403,0,1,0,0,0,0,0,0,1,0,0,0
King,Katherine,0.32577821981792465,-0.30019462937029073,1.0347511506957303,1,0,1.411714286413108,1,0,2.1443060298637597,-0.41053767507362654,0.26842759914383973,0.4137999221712532,-0.7837855702020871,0,0,1,0,0,0,0,0,1,0,0,0
Rosario,Sue,1.1575271169549624,-0.600013485773889,0.36871325226697294,0,1,0.004643334142492988,1,1,1.0983753682279738,1.4509359889208508,0.3772717346865154,0.5071282928987135,0.976418950589843,0,0,1,0,0,1,0,0,0,0,0,0
Walker,Sylvia,0.8604739394060203,-0.9897779990985673,0.21552453562835894,1,0,-0.6988921419928146,0,0,1.5875170706845103,-1.4102179761076978,0.5190110867944494,0.0,0.7733184289600049,0,1,0,0,0,0,0,0,0,0,1,0
Lopez,Francisco,-0.3277387707897478,0.41937062599834396,0.029033924068307064,1,1,0.7081788102778006,0,0,1.4097262036568685,1.3130490508471857,0.15733532142084125,0.00337837015110567,1.2697863707218313,0,0,0,1,0,0,1,0,0,0,0,0
Hogan,Sean,0.20695694879834786,0.07957592207426818,-0.25070199327177123,0,1,-0.6988921419928146,1,0,-1.7514821393468127,0.9683317056630234,0.16818739328058488,0.0,-1.648264713549603,0,0,1,0,0,0,0,0,0,1,0,0
Booth,Michael,0.6228313973668667,0.19950346463570637,-1.829211812547926,0,0,1.411714286413108,0,1,-0.29619884728640744,1.5543511924760993,0.12329765998893727,0.5127673646651855,-0.9816783861491087,1,0,0,0,0,0,0,0,1,0,0,0
Contreras,Jessica,-0.7436132193582666,-0.46009801945220924,-0.3772491939732346,1,1,1.411714286413108,1,1,-0.07851344424280692,-0.9276136928498703,1.0,0.6761720765083225,0.3567019743346961,0,0,1,0,0,0,0,0,0,0,1,0
Nicholson,Sara,0.028725042268982655,0.3394189309573861,0.7083925804656398,0,1,-0.6988921419928146,1,1,0.71417364094385,-1.582576648699779,0.1508044539573363,0.2144691888033227,-0.12414285037868128,0,0,1,0,0,0,0,0,0,0,0,1
Wilson,Samuel,-1.4565408454757274,1.0889660719663818,1.021430392727156,1,0,0.7081788102778006,1,1,0.953540857039602,0.8993882366261908,1.0,0.34678799851928477,0.196999000061661,0,0,1,0,0,0,0,0,0,1,0,0
Russell,Anthony,0.14754631328855947,0.4393585497585855,1.1546379724129074,1,1,-1.402427618128122,1,1,-1.1799495472921004,-1.2378593035156165,0.5190110867944494,0.010462252518919546,-1.5823004415672624,0,1,0,0,0,0,0,0,0,0,1,0
Cabrera,Carolyn,1.5734015655234812,-1.119699503540125,-0.4904756367061235,0,0,-0.6988921419928146,0,0,1.1079153659709202,-1.4102179761076978,1.0,0.0,-1.2958766290123624,0,0,0,1,0,0,0,0,1,0,0,0
Harris,Jesus,-1.100077032416997,0.8191291012031416,-0.19741896139747084,1,0,1.411714286413108,1,0,0.6638718346628587,0.03759487366578466,1.0,0.18196133689891375,0.014729301163088349,0,1,0,0,0,1,0,0,0,0,0,0
Watkins,Andrew,1.3357590234843275,-0.9098263040576067,1.1946002463186325,0,0,1.411714286413108,0,0,0.4938864203339913,-0.4450094095920428,0.5190110867944494,0.0,-1.3080279422722674,0,0,1,0,0,0,1,0,0,0,0,0
Lewis,Aaron,-0.6247919483386898,0.6392377873609844,-0.643664353344738,1,1,0.7081788102778006,1,0,-0.06810617397777421,1.4164642544024346,0.08843365960414612,0.0,-1.4000307426686898,0,0,0,1,0,0,0,0,0,0,1,0
Barnes,Jennifer,-1.0406663969072085,0.07957592207426818,0.3487321153141104,1,1,0.7081788102778006,0,0,0.19207558264804314,0.0031231391473683823,1.0,0.18903614121746537,0.7854697422199097,1,0,0,0,0,1,0,0,0,0,0,0
Green,Richard,-0.5653813128289014,1.448748699650699,-1.143192777166306,0,0,1.411714286413108,0,1,-0.17304614915018723,0.07206660818420094,1.0,0.6546323533465246,-1.6743032419636847,0,1,0,0,0,1,0,0,0,0,0,0
Becker,Robyn,0.5634207618570782,-0.48008594321245085,1.5276191955330112,0,0,0.7081788102778006,0,1,-1.7514821393468127,-0.16923553344471282,0.13318871600009619,0.020105638282579413,-1.4538437013911254,0,1,0,0,0,0,1,0,0,0,0,0
Jackson,Cody,0.20695694879834786,0.03960007455378785,1.2012606253029197,0,1,0.7081788102778006,0,1,-0.23895886082872764,1.3819925198840184,1.0,0.4595960719390649,-0.4070948591450369,0,0,1,0,0,0,0,0,0,1,0,0
Gray,Michelle,0.028725042268982655,0.9290626818844633,0.255486809534085,0,0,-0.6988921419928146,1,0,-0.6257624056791095,1.5888229269945155,1.0,0.0,-0.9920937975147415,0,0,0,1,0,0,0,0,0,1,0,0
Gould,Michael,-0.20891749977017096,0.17951554087546762,-0.31064540413035885,1,1,0.7081788102778006,0,1,0.9760899426138395,1.5888229269945155,0.5190110867944494,1.0,0.6032000433213371,0,0,1,0,0,1,0,0,0,0,0,0
Vazquez,Robin,0.028725042268982655,0.08956988395438756,-0.3772491939732346,0,0,-0.6988921419928146,1,1,0.4964882379002495,0.623614360478861,0.5407891104110052,0.0,-1.620490283241249,0,1,0,0,0,0,0,0,1,0,0,0
Castillo,Tamara,-0.26832813527995936,2.2782475357006553,0.5219019689055879,1,1,0.004643334142492988,1,0,0.34731736410144753,-1.1689158344787838,1.0,0.0,1.453791971514676,0,0,1,0,1,0,0,0,0,0,0,0
Henderson,Elizabeth,-1.218898303436574,0.07957592207426818,0.20220377765978362,1,1,1.411714286413108,1,0,-0.4826624395349099,0.5891426259604448,0.6283123542002357,0.0,-1.0563221676028098,0,1,0,0,0,1,0,0,0,0,0,0
Crawford,Jamie,0.5634207618570782,-1.6094036356660026,0.20886415664407174,1,0,0.004643334142492988,0,0,1.6985279535115259,-1.3412745070708652,0.8076044347177798,0.0022601409760221926,-0.8185036080875294,0,0,1,0,0,0,0,1,0,0,0,0
Phillips,Elizabeth,-0.3277387707897478,0.21949138839594512,-0.3439472990517967,0,0,1.411714286413108,0,0,-0.3204824779048171,1.6577663960313482,0.38749409586109035,0.0,-1.1604762812591372,0,0,1,0,0,1,0,0,0,0,0,0
Yu,Richard,1.5139909300136927,-0.5300557526130506,-1.063268229354855,1,1,-1.402427618128122,0,1,1.0541444696015847,-0.8241984892946215,0.13655660037036146,0.5552565470662681,-1.6690955362808684,0,0,1,0,0,0,0,0,0,0,1,0
Freeman,Benjamin,1.3357590234843275,-0.15028520116849162,-1.0965701242762929,1,1,0.004643334142492988,1,1,0.834724521513812,1.4164642544024346,0.10760491570669298,0.38295591698548287,-0.054706774607796466,1,0,0,0,0,0,0,0,1,0,0,0
Moore,Ryan,-0.3277387707897478,1.4287607758904604,-0.49713601569041116,1,1,1.411714286413108,0,1,-0.009131642475922283,-0.7207832857393729,0.29350905461629107,1.0,-1.4937694449593841,1,0,0,0,0,1,0,0,0,0,0,0
Jones,Alicia,-0.8030238548680549,-0.7599168758558076,1.1679587303814818,1,1,0.7081788102778006,0,0,0.06198470433513447,1.1751621127735206,0.5190110867944494,0.16668079831148422,-0.3827922326252272,1,0,0,0,0,0,0,0,1,0,0,0
Noble,Thomas,0.028725042268982655,0.4393585497585855,1.8739589027159653,0,1,0.004643334142492988,0,1,0.16519013446337535,-0.4794811441104591,1.0,0.4813865593983335,0.9712112449070267,0,0,1,0,0,0,0,0,0,1,0,0
Kennedy,Amanda,-1.218898303436574,1.0889660719663818,0.8416001601513913,0,0,0.004643334142492988,1,1,-1.2345877161835221,0.795973033070942,1.0,0.0,-1.2056097305102123,0,0,1,0,0,0,0,1,0,0,0,0
Williams,Melanie,0.6228313973668667,-0.8798444184172486,0.20886415664407174,0,0,1.411714286413108,0,0,-0.5789296894864623,-1.6859918522550277,1.0,0.0,-1.0563221676028098,0,1,0,0,0,0,0,0,0,0,0,1
Shields,Christopher,0.5634207618570782,0.889086834363983,-0.8900983757633779,0,0,1.411714286413108,0,1,1.0237899313285728,1.106218643736688,0.15579615689858348,0.633561395266914,-1.403502546457234,0,0,1,0,0,1,0,0,0,0,0,0
Ayers,Kara,0.028725042268982655,0.24947327403630606,-0.11749441358601975,1,0,1.411714286413108,0,1,-1.0195041307061798,1.106218643736688,0.38772785647290836,0.2826500694462539,-0.7108776906426579,0,0,0,1,0,0,0,1,0,0,0,0
Davis,Autumn,-0.6842025838484782,0.8491109868435026,1.8606381447473899,0,0,0.004643334142492988,1,0,1.1608189898181698,-1.2033875689972002,0.5190110867944494,0.0,1.0510627320435442,1,0,0,0,0,0,0,0,0,0,0,1
Mills,Amber,1.5139909300136927,-1.889234568309362,0.7416944753870777,1,1,-1.402427618128122,1,0,-0.8451823537668821,-0.06582032988946417,0.12537745604963807,0.0,0.9850984600612036,0,0,0,1,0,0,0,0,1,0,0,0
Mendoza,Michael,-0.8030238548680549,1.2388755001681808,-0.27068313022463375,0,0,0.004643334142492988,1,1,2.7891231500347438,-0.8586702238130378,0.5425543397224694,0.23996094796157688,1.6603642969330583,1,0,0,0,0,0,0,1,0,0,0,0
Garcia,Donna,0.20695694879834786,0.7991411774429029,0.6084868957013262,1,0,-0.6988921419928146,1,1,-0.09672616720661413,-1.2033875689972002,1.0,0.13017027653856594,-0.30120484359443755,0,0,1,0,0,1,0,0,0,0,0,0
Bell,Kimberly,0.9792952104255971,-0.41012821005160954,-0.15079630850745762,0,1,1.411714286413108,0,0,-1.7514821393468127,1.106218643736688,0.5190110867944494,0.058494025213453586,-1.3913512331973292,0,1,0,0,0,0,0,0,0,1,0,0
Harper,Danielle,-1.100077032416997,-0.4001342481714902,1.1612983513971946,0,1,-1.402427618128122,1,0,-1.7514821393468127,-1.2723310380340327,0.5190110867944494,0.0,-1.4121820559285945,0,0,0,1,0,0,0,0,0,0,0,1
Newton,Richard,-1.515951480985516,-0.510067828852809,0.9881284978057181,1,0,-0.6988921419928146,0,0,-0.4661842616152748,0.9683317056630234,1.0,0.0,-0.8046163929333524,0,0,1,0,0,1,0,0,0,0,0,0
Walker,Brett,0.20695694879834786,-0.6599772570546081,-0.970022923574829,1,0,1.411714286413108,1,0,-0.812225997927612,0.31336874981311447,0.6340309275871191,0.0,-1.419125663505683,0,0,1,0,0,0,0,0,0,0,1,0
Nash,Kathleen,1.2169377524647507,-0.7299349902154494,-0.8701172388105154,0,1,0.004643334142492988,0,0,0.6491282017873957,-1.4446897106261138,0.14504028282148096,0.0,-1.1431172623164159,0,0,1,0,0,1,0,0,0,0,0,0
Watson,Joshua,1.5139909300136927,-0.29020066749017137,1.5542607114701619,0,0,1.411714286413108,0,0,-0.5485751512134504,-0.16923553344471282,0.5190110867944494,0.0,-1.332330568792077,0,0,0,1,1,0,0,0,0,0,0,0
Miller,Clifford,-1.397130209965939,-0.04035162048717282,0.36871325226697294,0,0,-1.402427618128122,0,1,-0.8356423560239354,1.071746909218272,0.09367259084678098,0.0,-0.02693234429944254,0,1,0,0,1,0,0,0,0,0,0,0
Lewis,Luis,-0.9812557613974202,-0.600013485773889,0.7749963703085155,0,1,-0.6988921419928146,0,0,2.7891231500347438,0.6580860949972769,0.5322092301772444,0.10281463260125549,1.450320167726132,0,0,1,0,0,0,0,0,0,1,0,0
